番号,shopname,category,全店,デジタル,中小,住所１,住所２,電話番号
1141,マクドナルド 庄内店,飲食店,〇,,●,豊中市庄内東町2-4-1,,06-6331-1188
1142,YOU SHOP ルートS,小売業 その他,〇,★,●,豊中市庄内東町2-7-24,,06-6332-5230
1143,株式会社中井建築設計事務所,サービス業 その他,〇,,●,豊中市庄内東町3-1-40,,06-6333-2331
1144,理髪二之宮,理美容,〇,★,●,豊中市庄内東町3-17-15,荒川文化,070-8359-3335
1145,ペットトリミング ミュウ,サービス業 その他,〇,★,●,豊中市庄内東町4-10-15,,06-6331-2790
1146,Restaurant MATSUMURA,飲食店,〇,★,●,豊中市庄内東町4-1-18,,06-6836-9311
1147,蔵ノ坊,飲食店,〇,★,●,豊中市庄内東町4-12-15,,080-6320-8514
1148,DANかわむら,理美容,〇,★,●,豊中市庄内東町4-12-5,,06-6333-5378
1149,メナードフェイシャルサロンフレーズドゥース,理美容,〇,★,●,豊中市庄内東町4-13-25,イナバビル2F,090-9041-5411
1150,HAIR SPACE Bloom evolution,理美容,〇,★,●,豊中市庄内東町4-13-28,,06-6336-0888
1151,居酒屋 貞,飲食店,〇,★,●,豊中市庄内東町4-2-19,,06-6332-0606
1152,毛利書店 東町店,小売業 その他,〇,★,●,豊中市庄内東町4-2-23,,06-6334-4870
1153,大分からあげわん 庄内本店,飲食店,〇,★,●,豊中市庄内東町5-1-19,,06-6398-7223
1154,昼吞み丸屋,サービス業 その他,〇,★,●,豊中市庄内東町7-39,,080-2417-5788
1155,立ち呑み処 筍,飲食店,〇,★,●,豊中市庄内西町1-1-7,庄内ビル1F,06-6336-7772
1156,patisserie&cafe Noah’s ark,飲食店,〇,★,●,豊中市庄内西町1-1-9,,06-7508-6706
1157,伸和治療院,医療福祉,〇,★,●,豊中市庄内西町1-4-9,,06-6333-3666
1158,ミート&デリカ かずや,食料品(スーパー含む),〇,★,●,豊中市庄内西町2-12-18,,090-2596-7496
1159,プラザA山田亀 庄内店,衣料品,〇,★,●,豊中市庄内西町2-15-5,,06-6332-8787
1160,このはな整体院(女性専門店),医療福祉,〇,★,●,豊中市庄内西町2-15-5,ヴィラ庄内304,06-6398-9285
1161,モンパルナス,食料品(スーパー含む),〇,★,●,豊中市庄内西町2-15-8,グランツ豊中 1F,06-6151-4915
1162,秀吉,飲食店,〇,★,●,豊中市庄内西町2-16-1,ハイツカルム1F,0
1163,KUSHI KATSU ごうちゃん,飲食店,〇,★,●,豊中市庄内西町2-20,,06-6332-1005
1164,居酒屋 繁,飲食店,〇,★,●,豊中市庄内西町2-20-5,,090-4648-6322
1165,キリンド庄内店,衣料品,〇,★,●,豊中市庄内西町2-22-10,,06-6333-5351
1166,SE SUNNY N-style,理美容,〇,★,●,豊中市庄内西町2-22-12,木下ビル3F,06-7713-3085
1167,メガネの大晃堂,小売業 その他,〇,,●,豊中市庄内西町2-22-3,水谷ビル,06-6333-2152
1168,Hush,衣料品,〇,★,●,豊中市庄内西町2-22-3,水谷ビル1F,06-6336-7462
1169,スクールIE 庄内校,サービス業 その他,〇,★,●,豊中市庄内西町2-22-3,水谷ビル2F,06-6334-8800
1170,SUCCEED,理美容,〇,★,●,豊中市庄内西町2-22-33,,06-6332-7272
1171,たぬきや,飲食店,〇,★,●,豊中市庄内西町2-22-34,,06-6335-3125
1172,アサヒスポーツ,小売業 その他,〇,★,●,豊中市庄内西町2-22-35,,06-6151-9888
1173,志みづ家,飲食店,〇,,●,豊中市庄内西町2-22-36,,06-6333-0033
1174,丸十寿司 和鮮,飲食店,〇,★,●,豊中市庄内西町2-22-38,,06-6333-4947
1175,ヘアーズベリー 庄内店,理美容,〇,★,●,豊中市庄内西町2-22-38,三貴ビル1F,06-6333-8083
1176,ジョーステーキ&バーガー,飲食店,〇,★,●,豊中市庄内西町2-22-8,島善ビル1F,06-7502-5752
1177,和装コンシェルジュ さがの屋,衣料品,〇,★,●,豊中市庄内西町2-23-23,2F,06-6152-6644
1178,メガネのアイガン 庄内店,小売業 その他,〇,,,豊中市庄内西町2-23-23,グルメシティ庄内2F,06-6332-9314
1179,ごがつなのか,飲食店,〇,★,●,豊中市庄内西町2-23-41,,06-6335-5735
1180,株式会社イナダデンキ,電化製品,〇,★,●,豊中市庄内西町2-24-5,,06-6332-2056
1181,メガネの光陽,小売業 その他,〇,★,●,豊中市庄内西町2-25-14,,06-6332-2034
1182,味福,飲食店,〇,★,●,豊中市庄内西町2-26-10,,06-6331-7167
1183,イング,小売業 その他,〇,★,●,豊中市庄内西町2-28-12,,06-6333-0100
1184,魚 清田,食料品(スーパー含む),〇,★,●,豊中市庄内西町2-28-12,,06-6334-1945
1185,メガネスーパー 豊中庄内店,小売業 その他,〇,,,豊中市庄内西町2-4-3,庄内駅前ビル1F,06-6336-3106
1186,haba sa hana,飲食店,〇,★,●,豊中市庄内西町2-7-32,,06-7181-4661
1187,A-プライス 庄内店,食料品(スーパー含む),〇,,,豊中市庄内西町3-10-10,,06-4867-5115
1188,介護支援さくら,医療福祉,〇,★,●,豊中市庄内西町3-10-27,,06-6336-5877
1189,庄内サイクル クロダ,自動車・自転車,〇,★,●,豊中市庄内西町3-1-1,,06-6331-5851
1190,青空マーケット,食料品(スーパー含む),〇,★,●,豊中市庄内西町3-11-5,,06-6210-6380
1191,藤本酒店,小売業 その他,〇,★,●,豊中市庄内西町3-11-5,,06-6333-3451
1192,株式会社ユリヤ,衣料品,〇,,●,豊中市庄内西町3-1-17,,06-6332-9464
1193,クックデリ御膳 庄内店,小売業 その他,〇,,,豊中市庄内西町3-1-18,1F,06-4867-2117
1194,栄久堂吉宗,小売業 その他,〇,★,●,豊中市庄内西町3-1-3,,06-6332-1440
1195,FLAT,衣料品,〇,,●,豊中市庄内西町3-1-5,サンパティオ1F,06-6332-2625
1196,ア-トフラワー やませ,家具・雑貨,〇,,●,豊中市庄内西町3-1-5,サンパティオ1F,06-6333-4686
1197,ココクロス,衣料品,〇,,●,豊中市庄内西町3-1-5,サンパティオ1F,06-6336-0810
1198,ドトールコーヒーショップ 阪急庄内店,飲食店,〇,,●,豊中市庄内西町3-1-5,サンパティオ1F,06-6334-3459
1199,ハニーズ 庄内店,衣料品,〇,,,豊中市庄内西町3-1-5,サンパティオ1F,06-6335-5634
1200,ベルミランヨシ,衣料品,〇,,●,豊中市庄内西町3-1-5,サンパティオ1F,06-6210-6590
1201,千鳥屋宗家 庄内店,食料品(スーパー含む),〇,,●,豊中市庄内西町3-1-5,サンパティオ1F,06-6336-0232
1202,大同門のからあげ 庄内店,飲食店,〇,★,●,豊中市庄内西町3-1-5,サンパティオ1F,06-4866-5252
1203,Colors サンパティオ庄内店,衣料品,〇,,●,豊中市庄内西町3-1-5,サンパティオ2F,050-3151-5248
1204,La haina,衣料品,〇,,●,豊中市庄内西町3-1-5,サンパティオ2F,06-6334-4664
1205,ハヤシヤ,小売業 その他,〇,★,●,豊中市庄内西町3-1-5,サンパティオ2F,06-6336-0318
1206,マウントII,飲食店,〇,,●,豊中市庄内西町3-1-5,サンパティオ2F,06-6336-0260
1207,靴のヒラキ サンパティオ庄内店,衣料品,〇,,,豊中市庄内西町3-1-5,サンパティオ2F,06-6151-2982
1208,Pee Bee,家具・雑貨,〇,,●,豊中市庄内西町3-1-5,サンパティオ3F,090-9218-4114
1209,カヤ・マーケットプレイス,衣料品,〇,,●,豊中市庄内西町3-1-5,サンパティオ3F,06-6332-1455
1210,かがみや,飲食店,〇,,●,豊中市庄内西町3-1-5,サンパティオ4F,06-6331-9805
1211,ぬかた歯科医院,医療福祉,〇,★,●,豊中市庄内西町3-1-5,サンパティオ4F,06-6336-2777
1212,フルール薬局,小売業 その他,〇,★,●,豊中市庄内西町3-1-5,サンパティオ4F,06-4867-2222
1213,果琳,飲食店,〇,,●,豊中市庄内西町3-1-5,サンパティオ4F,06-6336-4805
1214,手打さぬきうどん えん,飲食店,〇,★,●,豊中市庄内西町3-16-7,ヴィラベルデ1F,06-6333-2626
1215,大倉歯科クリニック,医療福祉,〇,,●,豊中市庄内西町3-19-1,,06-6333-3866
1216,ファッションルーム ラミ,衣料品,〇,★,●,豊中市庄内西町3-19-14,,06-6333-7775
1217,Cafe Boom,飲食店,〇,★,●,豊中市庄内西町3-19-16,,070-5437-2064
1218,B.AI,衣料品,〇,★,●,豊中市庄内西町3-19-18,,06-6152-8832
1219,池内接骨院,医療福祉,〇,★,●,豊中市庄内西町3-19-19,,06-6333-7358
1220,大邱,小売業 その他,〇,★,●,豊中市庄内西町3-19-20,,06-4977-1682
1221,三共メガネ,小売業 その他,〇,★,●,豊中市庄内西町3-19-21,,06-6334-7075
1222,ミカワ庄内西薬店,小売業 その他,〇,,●,豊中市庄内西町3-19-22,,06-6331-5701
1223,ロビン,衣料品,〇,★,●,豊中市庄内西町3-19-23,,06-6331-5395
1224,こうり痛みと漢方の医院,医療福祉,〇,,●,豊中市庄内西町3-19-24,,06-6332-4114
1225,リザー 庄内西店,衣料品,〇,★,●,豊中市庄内西町3-2-1,MSビル1F,06-6332-1040
1226,café BOND,飲食店,〇,★,●,豊中市庄内西町3-2-14,,090-8885-4395
1227,たこヤータイ,飲食店,〇,★,●,豊中市庄内西町3-2-15,,080-6742-9419
1228,ふとんのこばやし・ポプレ 庄内店,小売業 その他,〇,★,●,豊中市庄内西町3-2-9,,06-6331-3451
1229,炭火焼道場 勝斗 庄内店,サービス業 その他,〇,★,●,豊中市庄内西町3-3-1,,06-6333-8989
1230,スナック エレーナ,その他の業種,〇,★,●,豊中市庄内西町3-3-1,2F,06-4867-0061
1231,エステ&アイラッシュサロン be-witch,サービス業 その他,〇,★,●,豊中市庄内西町3-3-1,サンライズビル1F,06-6336-0077
1232,珉珉 庄内店,飲食店,〇,★,●,豊中市庄内西町3-3-1,サンライズビル2F,06-6331-7276
1233,赤ずきん,小売業 その他,〇,★,●,豊中市庄内西町3-4-18,,06-6331-3665
1234,ヘアーシュシュ カム,理美容,〇,★,●,豊中市庄内西町3-4-8,,06-6333-8864
1235,ムツミヤクリーニング,サービス業 その他,〇,★,●,豊中市庄内西町3-6-16,,06-6333-1359
1236,日宝堂薬局,小売業 その他,〇,★,●,豊中市庄内西町3-6-19,,06-6336-1189
1237,お菓子のデパートよしや かねひら店,食料品(スーパー含む),〇,★,●,豊中市庄内西町3-6-2,,06-6335-0371
1238,庄内ベース,飲食店,〇,★,●,豊中市庄内西町3-6-21,ファイブスタービル,090-6983-4572
1239,デイリーカナートイズミヤ 庄内店,食料品(スーパー含む),〇,,,豊中市庄内西町3-7-3,,06-6331-1238
1240,tsunagu(つなぐ),家具・雑貨,〇,★,●,豊中市庄内西町3-7-36,,06-6868-9192
1241,ます屋履物店,小売業 その他,〇,,●,豊中市庄内西町3-7-39,,06-6151-3367
1242,餃子の勝 庄内店,飲食店,〇,★,●,豊中市庄内西町3-7-40,三丁目広場,090-4292-3244
1243,呉服 カネ正,衣料品,〇,★,●,豊中市庄内西町3-7-43,,06-6331-1922
1244,麻雀クラブ大成,サービス業 その他,〇,★,●,豊中市庄内西町4-1-21,庄栄ビル2F,06-6331-7013
1245,ジャパン 豊中庄内店,ドラッグストア,〇,,,豊中市庄内西町4-1-30,,06-6336-6655
1246,理容みわ,理美容,〇,,●,豊中市庄内西町4-16-7,,06-6333-9672
1247,黒毛和牛焼肉 ビーファーズ 豊中庄内牧場,飲食店,〇,,,豊中市庄内西町5-1-14,,06-6331-2929
1248,医療法人岡村歯科医院,医療福祉,〇,★,●,豊中市庄内西町5-17-1,,06-6331-3091
1249,てっちり専門割烹小ぶな,飲食店,〇,★,●,豊中市庄内幸町2-12-5,,06-6333-5550
1250,冨士薬局,小売業 その他,〇,,●,豊中市庄内幸町2-1-27,,06-6331-3871
1251,ジュラ薬局,小売業 その他,〇,★,●,豊中市庄内幸町2-13-6,,06-6335-5335
1252,住まいるでんき館 ハシクラ,電化製品,〇,★,●,豊中市庄内幸町2-14-8,,06-6336-9390
1253,ごはんや ぐぅ,飲食店,〇,★,●,豊中市庄内幸町2-15-13,,06-6335-7250
1254,ヘアーサロン サワイ,理美容,〇,★,●,豊中市庄内幸町2-22-16,,06-6333-0769
1255,米屋のやまもと,食料品(スーパー含む),〇,★,●,豊中市庄内幸町2-32-8,,06-6332-3771
1256,幸サンシャインクリーニング,サービス業 その他,〇,★,●,豊中市庄内幸町3-1-4,,06-6332-2449
1257,理容spring,理美容,〇,★,●,豊中市庄内幸町3-16-24,,06-6333-3604
1258,有限会社おおかわ,小売業 その他,〇,★,●,豊中市庄内幸町3-31-26,,06-6331-3729
1259,カレー屋 グランドセントラル,飲食店,〇,★,●,豊中市庄内幸町3-3-39,,070-8460-8061
1260,いろは串,飲食店,〇,,●,豊中市庄内幸町3-3-40,,06-6334-7003
1261,ケーキハウスオペラ,小売業 その他,〇,★,●,豊中市庄内幸町3-3-40,,06-6331-8686
1262,海鮮れすとらん魚輝水産 豊中庄内店,飲食店,〇,★,●,豊中市庄内幸町3-7-25,,06-6335-0700
1263,大阪北部ヤクルト販売株式会社 庄内店,小売業 その他,〇,★,●,豊中市庄内幸町4-2-28,リヴイエールタカラ1F,06-6331-1973
1264,生花店 藍美,小売業 その他,〇,★,●,豊中市庄内幸町4-27-15,,06-6332-3925
1265,大阪北部農業協同組合 庄内支店,サービス業 その他,〇,,,豊中市庄内幸町4-7-23,,06-6332-0181
1266,DCMダイキ 豊中店,小売業 その他,〇,,,豊中市庄内幸町5-14-23,,06-6333-3786
1267,スギ薬局 豊中庄内店,ドラッグストア,〇,,,豊中市庄内幸町5-9-12,,06-6335-0067
1268,島田温泉,サービス業 その他,,★,,豊中市庄内栄町1-11-1,,070-4414-9283
1269,すみ川,飲食店,〇,★,●,豊中市庄内栄町1-7-1,,06-6333-9260
1270,中川家のからあげ,飲食店,〇,★,●,豊中市庄内栄町1-7-1,,06-6333-6825
1271,ニューロン薬局 庄内店,ドラッグストア,〇,★,●,豊中市庄内栄町1-7-6,,06-6334-2000
1272,カットサロン 山本,理美容,〇,★,●,豊中市庄内栄町2-1-3,,06-6336-0556
1273,ユウキ薬局,医療福祉,〇,★,●,豊中市庄内栄町2-2-6,,06-6336-0030
1274,魚森鍼灸院,医療福祉,〇,★,●,豊中市庄内栄町2-4-28,,06-6331-0104
1275,よね屋酒店,小売業 その他,〇,★,●,豊中市庄内栄町3-17-23,,06-6332-6317
1276,シブヤ商会,自動車・自転車,〇,,●,豊中市庄内栄町4-11-20,,06-6331-4317
1277,吉野家 名神豊中庄内店,飲食店,〇,,,豊中市庄内栄町4-21-36,,06-6335-0234
1278,食堂かぼちゃ,飲食店,〇,★,●,豊中市庄内栄町4-22-8,,090-9275-6127
1279,パール洋裁店,サービス業 その他,〇,★,●,豊中市庄内栄町4-2-3,,06-6333-3131
1280,マクドナルド 庄内ライフ店,飲食店,〇,,●,豊中市庄内栄町5-5-10,,06-6335-0056
1281,ライフ 庄内店,食料品(スーパー含む),〇,,,豊中市庄内栄町5-5-10,,06-6336-7751
1282,深町薬店,小売業 その他,〇,,●,豊中市庄本町1-9-6,,06-6331-3894
1283,モナ動物病院,その他の業種,〇,★,●,豊中市庄本町3-1-1,,06-6868-9822
1284,株式会社整備技研,サービス業 その他,〇,★,●,豊中市庄本町3-11-16,,06-6332-1307
1285,和食さと 庄内西店,飲食店,〇,,,豊中市庄本町4-1-7,,06-6334-8220
1286,コーナンPRO 豊中庄本店,小売業 その他,〇,,,豊中市庄本町4-4-30,,06-6335-3313
1287,大丸タクシー株式会社 豊中営業所,サービス業 その他,〇,★,●,豊中市庄内宝町1-6-7,,06-6331-3382
1288,癒し処 ひなみ 豊中本店,サービス業 その他,〇,★,●,豊中市庄内宝町1-7-20,,06-6335-0173
1289,株式会社多賀工務店,その他の業種,〇,★,●,豊中市庄内宝町1-8-14,,06-6336-7127
1290,日本交通株式会社,その他の業種,〇,,●,豊中市庄内宝町2-10-1,,06-6334-3681
1291,カレーハウスCoCo壱番屋 豊中インター店,飲食店,〇,★,●,豊中市庄内宝町2-6-40,,06-6335-5521
1292,モスバーガー 豊中名神口店,飲食店,〇,★,●,豊中市名神口1-1-1,,06-6868-0011
1293,みなとクリーニング,サービス業 その他,〇,,●,豊中市名神口1-11-3,,0120-461-370
1294,シマコーポレーション 豊中店,小売業 その他,〇,★,●,豊中市名神口1-15-5,,06-6865-5518
1295,GOOD HOTEL OSAKA,宿泊施設,〇,★,●,豊中市名神口1-2-3,,06-6864-9992
1296,めしや食堂 豊中名神口店,飲食店,〇,,,豊中市名神口1-2-6,,06-6866-7511
1297,山形らーめん八八 名神口店,飲食店,〇,★,●,豊中市名神口1-2-6,,06-6152-5988
1298,牛伝 豊中店,飲食店,〇,,●,豊中市名神口1-2-7,,06-6865-2911
1299,ゴルフ REVE,小売業 その他,〇,★,●,豊中市上津島1-4-21,,06-6864-6730
1300,株式会社ビクター特販,小売業 その他,〇,★,●,豊中市上津島2-18-20,,06-6863-3666
1301,水口電化ストアー,電化製品,〇,★,●,豊中市上津島2-3-1,,06-6863-6439
1302,カワカミデンキ,電化製品,〇,★,●,豊中市上津島2-8-3,,06-6862-1531
1303,いちかわ歯科医院,医療福祉,〇,★,●,豊中市利倉西1-2-19,,06-6868-4618
1304,ヘアーサロン クワジマ,理美容,〇,,●,豊中市利倉西2-10-14,,06-6862-9841
1305,大阪北部農業協同組合 南豊島支店,サービス業 その他,〇,,,豊中市利倉東1-10-36,,06-6863-8111
1306,セブン-イレブン 豊中利倉東2丁目店,コンビニエンスストア,〇,★,●,豊中市利倉東2-17-2,,06-6865-7411
1307,喫茶ピーコック,飲食店,〇,★,●,豊中市服部元町1-1-6,,06-6864-0317
1308,美由起鮨,飲食店,〇,★,●,豊中市服部元町1-2-10,,06-6863-7700
1309,美味旬彩 塩井,飲食店,〇,★,●,豊中市服部元町1-2-16,ハイツ元町101,06-6863-3393
